Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,102.959999,104.320000,102.959999,104.320000,104.320000,0
2022-11-01,103.760002,104.220001,103.760002,104.220001,104.220001,10
2022-11-02,105.400002,105.400002,104.879997,104.879997,104.879997,0
2022-11-03,102.839996,102.839996,98.389999,98.389999,98.389999,0
2022-11-04,97.190002,97.190002,94.320000,94.320000,94.320000,0
2022-11-07,93.489998,95.190002,93.489998,95.190002,95.190002,0
2022-11-08,96.040001,98.510002,96.040001,98.510002,98.510002,0
2022-11-09,98.120003,98.120003,97.019997,97.019997,97.019997,0
2022-11-10,96.410004,98.500000,96.410004,98.500000,98.500000,0
2022-11-11,99.470001,99.470001,97.360001,97.360001,97.360001,0
2022-11-14,96.800003,97.510002,96.800003,97.510002,97.510002,0
2022-11-15,96.970001,97.750000,96.970001,97.750000,97.750000,0
2022-11-16,96.860001,96.860001,96.220001,96.220001,96.220001,0
2022-11-17,96.730003,96.730003,95.489998,95.489998,95.489998,0
2022-11-18,94.919998,95.629997,94.919998,95.629997,95.629997,0
2022-11-21,96.860001,97.279999,96.860001,97.279999,97.279999,0
2022-11-22,96.680000,97.110001,96.680000,97.110001,97.110001,0
2022-11-23,97.739998,98.540001,97.739998,98.540001,98.540001,0
2022-11-24,98.190002,98.459999,98.190002,98.459999,98.459999,0
2022-11-25,98.279999,98.870003,98.279999,98.870003,98.870003,0
2022-11-28,98.089996,98.589996,98.089996,98.589996,98.589996,0
2022-11-29,98.589996,98.589996,98.320000,98.320000,98.320000,0
2022-11-30,98.239998,98.669998,98.239998,98.669998,98.669998,0
2022-12-01,100.320000,100.320000,100.180000,100.180000,100.180000,0
2022-12-02,99.580002,99.989998,99.580002,99.989998,99.989998,0
2022-12-05,99.599998,99.599998,98.209999,98.209999,98.209999,0
2022-12-06,97.330002,97.330002,96.190002,96.190002,96.190002,0
2022-12-07,96.000000,96.000000,95.650002,95.650002,95.650002,0
2022-12-08,95.709999,96.309998,95.709999,96.309998,96.309998,0
2022-12-09,96.360001,96.360001,96.220001,96.220001,96.220001,0
2022-12-12,95.559998,96.519997,95.559998,96.519997,96.519997,0
2022-12-13,97.260002,97.260002,97.260002,97.260002,97.260002,0
2022-12-14,95.669998,96.739998,95.669998,96.739998,96.739998,0
2022-12-15,95.010002,95.010002,93.230003,93.230003,93.230003,0
2022-12-16,92.320000,92.400002,92.320000,92.400002,92.400002,0
2022-12-19,92.889999,93.739998,92.889999,93.739998,93.739998,0
2022-12-20,92.080002,93.290001,92.080002,93.290001,93.290001,0
2022-12-21,94.129997,95.959999,94.129997,95.959999,95.959999,0
2022-12-22,95.180000,95.180000,93.550003,93.550003,93.550003,0
2022-12-23,93.720001,94.150002,93.720001,94.150002,94.150002,0
2022-12-27,94.769997,94.769997,94.690002,94.690002,94.690002,0
2022-12-28,94.959999,94.959999,94.769997,94.769997,94.769997,0
2022-12-29,94.400002,95.150002,94.400002,95.150002,95.150002,0
2022-12-30,94.779999,94.779999,94.220001,94.220001,94.220001,0
2023-01-02,94.690002,94.690002,94.500000,94.500000,94.500000,106
2023-01-03,95.389999,95.470001,95.389999,95.470001,95.470001,0
2023-01-04,96.010002,96.580002,96.010002,96.580002,96.580002,0
2023-01-05,94.510002,94.510002,94.510002,94.510002,94.510002,0
2023-01-06,94.500000,95.900002,94.500000,95.900002,95.900002,0
2023-01-09,95.279999,95.279999,95.279999,95.279999,95.279999,0
2023-01-10,94.910004,94.910004,94.129997,94.129997,94.129997,0
2023-01-11,93.889999,94.059998,93.889999,94.059998,94.059998,0
2023-01-12,94.260002,94.260002,94.059998,94.059998,94.059998,0
2023-01-13,94.339996,94.339996,94.110001,94.110001,94.110001,0
2023-01-16,94.419998,94.449997,94.419998,94.449997,94.449997,0
2023-01-17,94.250000,95.870003,94.250000,95.870003,95.870003,0
2023-01-18,96.160004,96.300003,96.160004,96.300003,96.300003,0
2023-01-19,95.470001,95.470001,94.699997,94.699997,94.699997,0
2023-01-20,94.750000,95.099998,94.750000,95.099998,95.099998,0
2023-01-23,95.349998,97.400002,95.349998,97.400002,97.400002,0
2023-01-24,96.820000,96.820000,96.349998,96.349998,96.349998,0
2023-01-25,94.820000,94.820000,94.690002,94.690002,94.690002,0
2023-01-26,96.129997,96.419998,96.129997,96.419998,96.419998,0
